ID,age,gender,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10
644,29,Male,3,1,3,5,5,1,3,2,5,3,4,2,4,2,3,4,4,4,3,4,5,5,3,5,1,5,5,5,4,5,3,3,5,3,4,4,3,2,3,5,5,3,5,2,5,1,3,4,4,5
645,27,Male,2,5,3,5,2,3,1,4,2,5,1,5,2,5,1,1,4,2,3,1,3,4,1,4,3,4,3,2,5,5,2,4,4,1,1,5,4,4,2,2,4,1,3,1,5,2,5,3,5,5
646,19,Female,1,1,4,4,4,2,3,4,2,4,2,4,4,4,2,4,2,3,3,1,1,5,1,5,1,5,1,4,4,4,4,4,4,2,1,5,3,3,2,4,2,3,3,4,2,4,4,3,4,2
647,44,Female,2,2,3,5,3,3,1,5,1,4,4,1,4,3,3,1,3,2,2,2,1,2,1,4,2,5,2,4,4,4,4,3,4,2,3,2,4,1,4,4,4,3,4,3,4,1,5,4,3,3
648,26,Male,3,5,4,5,5,5,2,4,5,5,1,3,5,5,2,2,5,4,2,4,5,5,2,5,2,4,2,5,5,4,4,2,5,4,4,4,5,2,3,5,4,2,5,2,5,1,5,4,5,5
649,24,Female,3,1,4,4,4,4,3,3,4,5,4,2,4,2,3,3,5,5,4,3,3,4,2,4,3,4,4,4,4,4,2,4,2,4,2,2,4,2,2,3,3,3,4,4,3,3,5,1,5,2
650,18,Female,1,5,2,4,2,4,3,1,3,5,5,2,5,3,3,4,2,2,3,3,4,3,3,4,2,3,2,3,4,2,2,4,4,3,1,5,3,3,4,3,3,3,3,2,3,3,4,3,3,2
651,45,Female,3,2,3,4,2,2,1,4,4,4,4,2,5,2,4,4,4,4,4,3,1,4,3,4,1,5,2,4,4,4,4,1,4,1,5,1,5,1,4,4,4,2,4,2,4,1,4,3,5,3
652,16,Female,4,3,2,3,4,2,1,3,2,5,5,2,5,1,4,4,5,4,5,4,1,4,2,4,2,4,2,5,4,2,1,5,5,5,1,4,3,5,3,3,4,2,4,2,5,1,3,3,5,5
653,14,Female,3,1,4,2,5,1,4,3,3,3,3,3,3,2,2,2,2,2,3,1,2,5,2,4,1,4,2,4,5,5,4,4,4,2,4,3,4,2,4,5,3,2,3,2,5,2,5,4,3,5
654,18,Male,1,3,3,5,4,1,1,2,5,2,4,2,4,5,4,2,5,5,4,4,4,2,4,2,4,4,4,5,1,2,3,2,4,4,3,4,2,3,2,4,5,1,5,1,5,1,5,5,2,5
655,23,Female,3,1,4,3,4,1,5,3,5,3,5,2,4,1,5,5,5,5,5,5,3,5,2,5,1,5,1,5,5,5,2,4,5,3,3,4,3,1,4,3,3,3,5,3,4,1,5,3,5,5
656,18,Male,3,1,3,2,4,2,4,3,4,4,2,3,2,4,3,2,4,2,5,1,5,4,3,2,3,3,3,3,3,4,3,3,3,3,2,2,4,3,4,4,3,3,3,3,4,2,4,3,3,4
657,31,Female,3,4,4,3,4,3,3,3,3,4,5,5,5,3,5,3,4,4,4,3,4,3,1,3,4,4,3,2,2,3,3,3,5,1,2,2,5,3,3,3,5,5,4,5,3,3,4,4,4,3
658,2,Male,3,2,4,2,5,2,5,5,5,2,4,4,3,2,1,1,2,1,1,2,1,5,1,5,1,5,1,5,5,5,4,1,5,1,5,1,5,1,5,5,5,1,5,1,4,1,4,5,5,5
659,24,Male,3,2,4,2,5,1,4,2,5,3,3,3,3,2,4,3,3,3,3,2,1,4,3,4,2,5,3,4,4,3,4,2,3,2,2,2,5,2,3,3,3,2,3,2,5,1,4,2,5,5
660,3,Female,1,3,2,4,2,3,1,5,3,4,2,3,4,2,2,1,3,3,4,3,3,3,3,3,4,4,4,3,5,3,3,3,5,3,4,3,4,2,3,5,4,3,4,4,3,3,4,2,3,3
661,22,Female,1,4,2,4,4,4,2,4,2,4,5,1,5,1,2,5,5,5,4,5,3,2,2,4,2,3,3,4,3,4,2,2,2,3,3,5,5,2,2,4,3,2,4,2,2,4,2,3,5,2
662,62,Female,2,1,5,2,5,2,4,3,3,2,4,2,4,2,4,4,3,3,1,2,1,5,1,5,3,5,1,5,5,5,4,3,4,3,3,5,4,1,4,3,4,1,5,1,3,1,4,2,5,3
663,2,Male,1,4,3,4,2,4,1,4,1,4,3,2,3,1,4,5,2,2,4,5,4,3,2,3,3,2,3,3,1,4,2,1,4,5,1,2,3,5,2,3,4,1,4,1,1,3,3,3,4,4
664,29,Female,2,3,4,3,3,3,2,3,3,4,4,2,4,1,4,2,4,4,4,5,1,4,2,4,1,3,2,4,4,4,3,2,4,5,1,4,4,3,3,3,3,4,3,1,3,2,3,3,4,3
665,18,Male,2,4,2,5,1,4,1,5,1,5,2,4,3,4,4,1,2,2,2,2,4,2,1,2,4,1,5,4,2,2,4,3,4,2,2,4,5,2,5,4,4,2,4,2,4,4,4,4,2,4
666,23,Female,2,4,2,4,2,2,1,4,1,4,5,2,5,2,2,4,4,4,4,4,1,5,1,5,1,5,2,5,5,5,2,4,5,2,2,5,2,1,3,4,4,2,4,2,4,2,5,5,5,3
667,39,Male,3,1,4,2,4,1,2,3,4,2,1,5,2,5,2,2,2,1,2,1,3,5,2,4,2,2,2,4,2,4,4,1,5,2,1,1,4,2,4,4,5,2,3,3,5,3,5,4,2,5
668,17,Female,2,3,3,4,2,5,3,5,2,5,4,1,4,3,5,4,5,3,4,3,1,4,4,5,1,5,2,5,5,4,5,1,5,1,4,1,5,1,5,5,2,5,1,2,3,4,2,2,4,2
669,18,Male,1,5,5,5,3,5,1,5,5,5,5,5,5,1,1,1,5,3,5,5,5,5,3,5,2,1,5,5,5,3,3,5,5,1,1,1,5,3,5,3,5,1,5,1,5,1,5,5,5,5
670,16,Female,1,3,2,5,2,2,1,5,4,5,5,2,5,1,5,5,5,5,5,5,2,1,4,5,1,5,3,5,5,2,2,1,5,5,1,2,4,2,4,4,3,3,4,3,2,3,3,3,5,2
671,16,Male,3,2,2,4,2,2,2,4,2,4,4,3,4,1,4,2,4,4,3,4,1,4,2,4,2,4,2,4,4,3,2,4,4,4,2,4,4,4,2,3,4,2,4,2,3,2,4,3,4,3
672,46,Female,4,3,3,4,4,2,4,3,3,5,3,3,3,3,2,3,5,3,2,3,2,2,4,3,4,3,3,3,3,3,4,1,5,3,4,1,5,2,4,3,5,3,5,3,4,1,5,4,5,5
673,28,Male,3,4,4,5,4,4,1,5,1,5,4,3,5,2,3,4,3,2,3,2,2,3,1,4,3,4,2,3,3,3,4,5,4,4,1,5,3,3,1,3,5,3,5,2,3,1,4,3,4,3
674,19,Female,3,1,5,3,2,1,3,3,4,4,1,1,5,1,1,5,5,5,5,5,5,3,1,4,3,5,2,4,5,4,2,5,3,5,1,5,2,4,1,3,4,3,5,3,3,3,4,5,5,3
675,31,Female,1,3,4,3,4,3,4,5,1,2,3,3,4,3,3,4,3,3,1,2,1,4,1,5,1,5,1,4,4,3,3,3,4,3,3,3,3,1,3,3,3,3,4,1,3,1,3,2,3,3
676,35,Male,2,1,1,4,2,2,1,5,1,5,3,3,4,1,4,4,4,3,4,5,1,2,3,4,4,4,2,3,5,3,3,4,5,4,5,5,5,1,2,5,3,1,2,3,4,3,4,3,5,4
677,21,Female,1,2,1,5,1,4,1,5,1,5,1,1,5,5,5,5,5,5,5,1,3,4,4,3,1,5,3,4,5,4,2,5,5,4,2,5,5,4,3,4,3,4,5,2,3,4,4,1,5,1
678,49,Female,4,4,5,3,4,1,4,2,3,4,2,4,4,4,4,2,2,2,3,1,1,5,3,5,1,5,1,5,5,5,2,4,2,2,2,5,1,1,4,5,3,1,5,4,5,1,4,1,4,5
679,54,Female,4,2,4,2,5,2,4,4,4,2,2,4,4,4,2,1,2,2,1,2,1,5,1,4,2,4,1,5,5,4,4,2,3,1,2,3,2,1,2,3,4,1,5,1,5,1,5,3,3,5
680,52,Male,3,3,4,1,3,1,4,3,5,5,4,5,2,3,4,4,3,1,4,2,1,2,1,5,3,5,1,5,4,2,1,5,1,5,1,5,1,1,1,3,5,1,5,1,5,1,5,3,5,5
681,22,Male,3,2,3,2,2,2,4,1,5,4,4,2,5,2,3,4,5,5,4,4,1,4,2,5,2,5,2,4,5,4,4,1,4,2,4,2,4,2,4,4,5,1,5,1,4,1,5,5,5,4
682,14,Female,1,1,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,4,5,3,1,5,1,5,1,5,5,5,5,5,5,1,5,5,1,1,1,3,5,3,5,5,5,5,5,1,5,1,5,5
683,36,Female,3,1,3,2,5,1,4,2,5,4,5,2,5,1,4,5,5,5,5,5,1,5,2,5,2,5,2,4,5,4,5,4,4,2,4,2,4,1,5,5,5,1,5,1,5,1,5,5,5,5
684,2,Female,1,4,1,2,1,1,1,3,1,5,3,2,4,2,4,3,3,3,2,4,2,3,3,4,1,5,1,4,5,3,3,3,3,4,3,4,5,3,3,4,4,3,4,2,5,1,3,4,5,5
685,64,Male,1,4,3,5,3,2,1,4,1,4,4,2,5,1,4,4,3,4,2,5,1,4,1,3,1,5,2,2,3,4,1,2,5,3,2,5,5,3,2,5,4,1,4,2,3,1,3,2,5,5
686,25,Female,4,1,5,3,5,1,4,5,3,3,4,3,4,3,5,4,5,4,5,3,2,3,4,4,2,4,3,2,5,5,4,5,3,5,3,5,4,1,3,4,4,1,5,1,4,1,4,4,5,5
687,36,Male,4,4,5,2,4,1,2,2,4,4,1,5,4,3,1,2,1,2,2,3,4,4,2,4,2,4,1,3,4,5,4,5,5,1,3,2,5,2,3,5,4,1,5,1,4,1,5,4,3,5
688,18,Female,1,2,2,4,2,5,1,5,1,5,5,3,5,2,3,5,4,2,4,4,2,4,1,4,1,5,2,4,4,3,4,1,3,2,2,1,4,3,3,4,2,3,3,2,3,3,3,2,5,2
689,29,Male,2,5,2,4,2,5,1,4,1,5,4,4,5,2,2,2,2,1,1,2,4,4,1,4,4,4,4,4,2,4,3,2,5,1,4,2,5,2,5,5,5,3,4,4,5,1,5,5,5,5
690,36,Female,3,2,5,4,4,2,1,4,5,5,1,4,4,2,1,1,4,2,1,1,3,5,1,5,1,5,1,4,5,5,4,2,4,2,2,2,4,1,4,5,4,1,5,2,4,1,5,1,4,5
691,18,Female,2,2,4,4,4,2,4,4,2,2,4,4,4,2,2,3,3,3,2,3,1,5,1,5,1,5,1,5,5,5,3,3,5,2,2,2,3,1,3,5,4,2,3,1,4,3,3,3,5,3
692,18,Female,3,3,3,3,3,3,3,3,3,5,4,4,4,3,4,3,5,5,5,2,1,5,2,4,2,5,2,4,5,5,5,4,4,4,5,2,5,2,5,5,4,2,5,1,5,1,5,5,5,5
693,1991,Female,2,2,3,3,2,1,1,3,4,5,5,2,5,2,5,5,5,5,5,5,3,3,4,4,3,5,3,3,4,2,5,4,2,4,3,4,4,3,4,3,4,3,3,3,5,1,5,3,4,5
694,57,Female,3,2,3,2,4,1,3,3,3,2,3,3,3,3,3,2,3,2,2,2,1,5,1,5,1,5,1,5,4,5,4,3,5,2,3,2,3,1,2,5,5,1,5,1,5,1,5,5,5,5
695,19,Male,3,3,3,4,3,2,4,3,4,4,4,4,4,1,1,3,4,5,3,4,1,5,4,5,1,5,1,5,5,5,4,4,3,4,2,4,3,3,3,2,5,2,5,2,4,1,4,5,5,5
696,17,Male,4,3,4,4,2,3,4,3,4,4,4,4,4,3,4,4,5,5,3,3,2,5,4,5,2,4,2,4,5,3,2,4,4,4,1,4,3,4,1,3,4,2,4,3,5,1,5,4,4,4
697,15,Female,3,3,2,3,3,2,5,5,2,3,4,3,4,1,2,5,5,3,3,3,1,3,3,5,2,4,1,5,5,5,4,1,3,1,4,1,3,3,2,3,1,2,5,1,3,1,4,1,2,4
698,33,Female,3,1,4,2,4,1,3,3,4,2,4,2,4,3,4,4,2,2,4,2,2,5,2,5,1,5,2,3,5,4,3,3,4,4,3,3,3,3,3,3,4,1,5,1,4,1,5,3,3,5
699,44,Male,3,2,5,3,4,1,5,5,4,5,3,4,4,2,1,3,1,1,2,1,1,4,1,5,1,2,1,5,4,5,3,1,5,1,4,1,5,1,5,4,3,1,3,4,4,1,4,1,5,4
700,2,Male,4,2,3,3,4,3,3,4,4,4,3,2,4,3,4,5,4,4,4,3,3,4,4,4,3,4,3,4,4,4,4,3,4,3,3,2,3,2,4,3,3,4,4,3,4,1,4,3,4,4
701,18,Female,4,3,4,2,5,1,4,5,5,5,2,5,5,1,1,1,3,2,5,1,3,3,3,4,3,5,3,4,5,5,4,1,5,3,2,1,5,3,4,4,5,1,5,1,5,1,5,5,5,5
702,21,Male,3,4,4,3,3,2,3,1,4,4,1,5,3,5,1,1,1,1,1,1,1,5,1,4,1,5,2,5,4,4,5,1,4,1,2,2,4,3,4,4,4,2,3,2,3,2,4,3,4,3
703,25,Female,3,4,4,3,4,2,3,3,4,4,4,2,4,2,4,5,3,3,3,4,1,5,2,5,1,5,1,4,5,4,5,2,5,2,3,3,5,2,4,3,5,1,4,1,3,1,5,5,5,3
704,26,Female,1,5,2,4,1,3,1,4,1,5,5,2,4,1,1,3,3,3,3,4,2,3,1,4,1,2,2,3,1,3,3,3,3,3,2,2,5,2,3,3,5,1,2,1,3,4,4,4,4,4
705,14,Male,2,4,4,4,4,2,4,4,4,4,1,4,3,5,1,4,1,1,3,1,1,4,2,5,1,5,2,5,5,4,5,3,5,2,5,3,5,1,5,5,5,3,4,3,4,1,5,5,4,4
706,38,Female,2,4,3,5,2,2,2,5,2,4,4,2,5,2,4,4,4,4,4,4,1,5,3,5,2,4,1,5,5,3,3,5,5,3,2,5,4,4,2,5,5,1,5,3,4,1,5,4,2,3
707,53,Male,1,4,3,5,2,3,1,5,1,5,2,4,3,3,2,2,2,2,1,3,2,4,1,4,2,5,3,4,4,3,2,5,4,2,1,5,3,4,3,4,2,2,1,1,4,4,4,3,4,3
708,17,Male,3,1,5,2,4,1,5,2,4,3,1,4,4,3,2,1,3,2,3,2,1,5,1,4,1,4,1,5,4,4,4,2,5,1,2,4,4,2,4,4,5,1,4,3,4,1,4,4,4,4
709,13,Female,2,1,4,2,5,1,3,3,3,1,1,5,3,3,3,2,4,4,3,4,2,5,2,2,2,4,2,2,4,2,2,4,3,3,1,5,1,2,2,2,5,1,2,1,5,1,5,4,4,5
710,63,Female,3,3,5,4,4,1,4,3,4,2,2,4,3,4,4,2,1,1,2,2,1,5,1,4,1,4,1,3,4,4,5,2,4,1,4,1,4,1,4,5,5,1,4,4,4,1,5,1,4,5
711,31,Female,3,2,3,2,5,3,3,5,2,3,5,2,5,2,4,5,4,4,5,3,3,5,1,3,3,5,3,3,3,4,3,4,3,3,2,4,4,2,4,2,4,1,4,2,5,1,4,1,2,5
712,18,Female,4,2,5,1,5,1,3,2,4,3,4,4,4,3,4,2,3,2,2,3,1,5,1,5,1,5,1,5,5,5,4,4,2,2,3,5,3,2,2,4,4,1,5,1,5,1,4,5,5,5
713,23,Male,5,1,5,1,5,1,5,2,5,1,2,4,2,4,2,2,2,2,2,2,5,5,2,5,1,5,1,5,5,5,4,4,4,4,2,4,3,4,2,3,5,2,5,2,4,1,4,3,5,5
714,18,Female,3,2,4,3,4,2,3,5,2,4,3,4,5,2,2,3,2,2,1,3,1,4,1,5,1,5,1,5,5,5,3,4,4,2,2,3,3,1,3,5,3,2,3,2,5,3,2,3,5,3
715,2,Female,3,3,4,3,2,3,3,4,3,4,4,4,4,3,4,4,2,1,3,2,1,5,3,5,1,5,1,5,5,5,4,3,5,1,4,2,4,2,3,4,3,4,2,2,3,3,5,2,4,3
716,15,Female,2,3,2,4,5,3,2,4,2,4,4,3,4,2,3,4,3,2,4,4,1,5,2,4,1,4,2,4,4,3,4,2,4,3,2,2,4,3,2,3,5,3,4,2,2,2,4,4,4,3
717,37,Male,5,3,3,3,3,2,4,3,4,5,2,4,1,3,3,1,3,2,4,1,3,2,4,2,3,1,4,4,1,4,4,5,4,2,2,4,3,4,2,3,5,1,5,1,4,1,5,5,5,5
718,33,Female,3,3,3,3,4,2,3,5,3,3,5,3,3,1,5,4,3,5,3,5,1,5,3,5,1,5,1,4,5,4,2,4,4,4,2,5,4,3,1,3,4,2,4,1,4,2,4,3,5,4
719,17,Male,2,3,1,5,3,1,3,3,5,5,1,5,1,2,5,2,3,2,2,2,4,4,4,2,4,3,2,4,1,3,1,2,2,3,1,5,5,3,1,4,4,2,5,1,5,1,3,5,5,5
720,35,Female,2,4,4,2,3,2,2,2,4,2,4,2,5,2,4,4,4,4,4,4,1,5,2,5,1,5,1,5,5,5,2,5,4,5,2,4,3,4,4,3,4,2,4,2,4,4,4,5,4,5
721,23,Male,2,5,3,4,3,5,4,3,2,5,2,1,1,3,2,2,1,3,2,3,5,3,1,5,1,5,2,4,5,5,3,1,3,1,3,1,5,4,3,3,3,3,3,2,3,4,2,2,5,3
722,21,Female,4,1,5,4,5,1,4,3,2,2,2,5,4,4,4,4,2,1,4,2,1,1,5,3,2,5,2,4,4,5,4,5,4,2,1,3,3,2,3,3,3,3,5,2,4,2,4,2,4,3
723,19,Female,1,2,2,2,3,2,4,3,4,3,4,3,4,2,2,2,3,2,4,4,4,4,4,1,5,2,4,2,4,2,3,1,4,3,4,3,2,4,2,4,5,1,4,3,4,1,5,5,5,5
724,17,Female,3,1,2,1,2,1,1,3,2,5,5,1,5,2,5,4,5,5,5,4,5,3,4,2,3,2,5,3,2,3,4,1,5,3,4,3,5,3,5,3,3,2,4,5,5,3,5,2,4,5
725,21,Male,4,2,5,1,5,1,4,2,5,2,1,5,1,4,1,1,1,2,1,3,5,5,2,5,1,5,1,5,5,5,4,4,4,1,4,3,1,1,4,5,3,1,5,1,5,1,5,1,4,5
726,25,Male,4,3,4,3,3,5,3,4,5,4,5,1,5,2,3,4,4,4,4,3,1,3,3,4,4,5,3,4,5,5,4,1,5,1,3,1,5,1,5,3,5,2,5,1,5,1,5,5,5,5
727,23,Female,2,1,3,3,5,1,5,2,1,1,5,4,5,4,5,5,1,4,5,3,5,5,1,2,2,3,1,2,4,3,3,3,3,3,2,5,1,2,2,3,3,4,5,3,3,1,2,2,4,1
728,28,Male,1,5,2,5,1,4,1,4,1,4,3,3,4,3,4,3,3,3,2,4,1,4,1,5,2,4,3,5,4,4,3,4,4,3,3,4,3,4,3,3,4,1,5,2,3,2,4,3,5,2
729,17,Female,1,5,3,4,3,5,2,5,3,5,5,3,5,3,4,5,5,5,5,4,2,5,1,4,2,3,3,3,4,3,3,1,5,1,3,2,4,2,4,4,4,1,4,3,4,1,4,2,4,4
730,45,Female,2,2,3,4,4,2,3,4,2,4,4,3,4,2,4,3,3,2,4,2,2,5,2,4,2,3,2,4,3,3,3,2,4,3,3,2,4,2,2,3,5,4,4,4,3,2,3,2,4,3
731,41,Female,1,3,4,3,3,4,2,3,3,4,4,4,3,4,2,3,2,1,3,1,1,5,1,4,2,5,2,4,3,4,4,4,4,2,3,3,4,2,2,4,3,3,4,2,3,2,4,2,5,3
732,31,Female,3,2,4,4,4,2,4,4,1,4,4,2,5,2,4,5,4,4,4,4,2,4,2,4,3,4,2,3,4,3,4,3,4,3,4,3,4,2,3,3,5,2,4,2,4,2,4,5,2,4
733,21,Male,4,1,4,1,5,1,5,2,4,1,2,4,4,1,5,4,5,4,4,4,4,5,1,4,1,3,1,4,4,4,2,5,4,2,1,3,4,1,1,4,4,1,5,1,4,1,4,2,4,4
734,22,Male,1,5,2,4,2,3,1,5,1,5,1,4,3,4,1,1,2,1,1,4,5,2,3,2,5,2,5,2,1,2,4,2,4,1,4,1,4,3,4,4,5,2,4,2,3,2,5,5,2,3
735,34,Female,2,4,5,2,5,1,5,4,3,2,2,4,3,3,4,1,3,2,2,1,2,4,2,4,4,3,1,4,4,5,4,1,5,2,3,2,4,2,3,4,5,2,4,1,4,2,5,5,4,4
736,31,Male,1,3,4,3,4,3,5,5,1,5,3,4,2,1,2,1,1,1,2,3,1,3,2,1,2,5,4,4,1,5,5,1,5,1,3,2,5,2,5,3,3,3,2,5,3,5,3,3,5,4
737,3,Male,1,3,4,4,2,1,1,4,2,4,2,4,4,4,2,1,1,1,2,2,4,4,1,5,2,5,1,4,5,4,4,2,5,4,4,1,5,2,4,4,4,3,3,3,4,2,4,4,4,3
738,16,Female,1,4,1,5,1,3,1,5,1,5,1,5,1,5,1,4,4,3,4,1,3,3,5,3,3,3,3,3,3,4,3,5,3,4,1,5,3,3,1,3,2,1,5,1,4,2,5,2,3,3
739,16,Male,3,1,3,5,1,3,1,5,1,5,3,5,4,4,2,5,5,5,5,3,4,3,4,4,3,3,2,4,3,2,3,4,5,5,2,4,3,3,5,3,5,5,5,5,5,1,5,5,5,5
740,14,Male,4,2,4,2,5,2,5,2,5,2,4,4,3,3,2,3,3,2,2,2,2,5,2,4,2,5,2,4,4,4,3,5,4,2,2,5,2,2,2,3,5,2,5,2,4,1,5,5,4,5
741,23,Female,4,1,5,1,4,1,3,3,5,3,2,5,3,5,2,2,2,1,1,1,2,5,1,5,1,5,2,5,5,5,4,3,4,2,2,4,4,3,3,4,5,2,5,1,5,1,5,5,5,5
742,28,Female,3,2,4,3,4,2,4,2,4,4,2,2,4,3,3,5,3,1,2,1,1,4,2,5,1,4,1,5,4,4,4,3,4,2,4,2,4,3,5,4,3,2,4,1,4,2,5,2,3,3
743,14,Female,1,4,1,5,2,3,1,5,2,5,5,1,5,1,5,3,3,3,4,5,4,1,4,2,5,3,5,3,2,3,3,1,5,3,4,2,5,2,4,3,5,2,5,3,5,1,5,5,4,5
744,35,Female,3,3,4,4,2,4,4,4,2,4,4,4,2,4,5,2,2,3,2,2,1,4,1,4,2,5,1,5,5,4,2,4,4,3,2,2,3,4,1,2,4,2,4,1,4,2,4,4,5,4
745,29,Female,4,1,4,2,4,2,4,2,4,4,2,4,4,4,2,3,4,2,3,2,2,4,2,4,2,4,2,4,4,4,4,2,4,2,2,4,3,2,2,3,4,2,4,2,4,2,4,4,4,3
746,47,Male,4,2,4,2,5,2,5,3,4,2,2,3,4,4,2,2,4,2,3,2,2,4,3,4,2,2,2,4,3,4,4,2,4,1,3,2,3,1,3,4,5,1,5,1,4,2,4,4,4,4
747,43,Female,1,1,4,4,1,1,1,5,1,5,2,4,1,5,1,2,1,1,3,1,2,4,4,4,3,3,2,5,4,1,5,2,5,1,2,1,5,1,5,5,1,2,1,4,4,1,4,1,1,4
748,29,Male,2,3,2,4,2,4,1,3,4,5,4,2,4,1,1,4,4,5,5,4,3,4,1,4,3,4,4,4,4,4,3,1,3,1,5,1,1,1,4,3,4,4,5,3,3,2,4,2,4,2
749,25,Male,2,4,3,5,2,4,2,1,1,5,1,4,4,2,3,3,3,2,3,3,3,2,3,3,3,4,3,3,3,3,5,3,5,2,3,1,5,3,4,3,3,3,3,3,3,3,3,3,4,3
750,25,Female,2,2,4,2,4,1,3,4,3,2,3,3,4,4,4,3,3,2,2,2,2,5,3,3,2,2,1,4,2,4,5,1,4,2,3,1,5,3,4,4,4,1,4,1,4,1,4,4,5,3
751,19,Female,1,2,2,5,5,1,4,5,4,5,5,4,5,4,5,5,5,5,5,4,5,4,1,5,2,4,1,5,5,5,5,4,4,4,4,1,5,2,5,5,4,4,5,4,4,1,5,4,5,5
752,17,Male,2,3,2,5,2,3,3,3,2,4,5,5,5,4,5,4,4,5,5,5,4,1,5,2,5,2,4,4,1,3,5,5,4,2,4,4,3,3,4,4,5,4,4,1,4,1,4,5,5,5
753,24,Female,2,3,3,4,4,2,2,4,2,4,4,3,4,3,4,2,1,1,1,1,2,5,1,5,2,4,2,3,3,2,5,4,4,3,3,3,2,2,4,3,3,1,5,2,3,1,5,1,4,5
754,21,Female,2,5,3,4,3,3,2,4,3,4,5,2,4,3,4,3,4,4,4,3,1,4,1,5,1,5,2,4,5,3,5,2,4,1,4,1,5,1,5,5,5,4,2,1,4,4,5,4,5,3
755,24,Male,2,4,1,4,3,3,2,3,3,4,3,2,5,1,3,2,3,3,4,5,2,3,3,4,3,4,2,3,3,2,4,1,5,2,4,1,5,2,4,5,5,1,5,1,5,1,5,5,5,5
756,22,Male,4,5,4,3,5,1,5,4,4,3,5,3,4,2,3,5,5,3,5,4,4,5,3,5,1,5,1,4,4,4,2,3,4,3,3,3,3,3,3,4,3,2,5,2,5,1,5,3,3,4
757,17,Male,5,2,4,2,5,1,5,2,5,2,4,4,4,3,1,2,5,5,5,3,4,4,4,3,2,3,4,5,4,4,3,4,4,5,1,5,3,4,4,3,2,4,4,5,5,3,2,2,4,4
758,18,Female,5,2,4,3,3,3,1,1,5,3,4,5,4,4,3,2,5,5,5,2,1,4,4,3,3,5,3,3,3,4,3,2,4,3,1,5,3,1,2,3,4,2,4,3,4,2,4,2,5,3
759,2,Female,3,4,3,4,2,3,1,3,4,5,3,3,5,3,5,4,4,3,3,3,1,5,2,5,1,4,1,4,4,4,3,3,3,3,1,5,1,3,2,3,3,3,4,3,3,3,3,2,4,4
760,18,Female,1,4,3,4,3,3,1,4,4,5,2,3,4,2,3,4,2,4,2,3,4,3,1,4,2,5,2,3,4,4,4,1,5,2,4,1,4,2,4,3,4,1,3,2,3,2,4,3,4,3
761,15,Female,2,2,3,3,3,3,3,3,2,5,4,2,4,1,2,4,4,5,5,4,2,4,3,4,1,3,3,3,4,3,2,5,4,4,2,2,4,4,2,3,3,2,3,2,2,2,3,3,5,3
762,23,Male,2,3,3,3,3,3,2,3,4,4,2,4,2,2,3,2,3,3,4,3,4,4,2,2,3,2,3,2,2,3,4,4,4,3,2,4,3,4,3,4,4,3,4,2,4,3,5,4,4,5
763,51,Female,3,3,4,3,4,1,3,4,1,4,1,3,5,3,3,3,3,3,4,2,2,3,1,4,1,4,1,3,5,3,3,1,5,1,3,1,5,2,4,5,5,1,4,4,4,1,5,5,4,3
764,17,Male,1,3,3,4,1,1,1,4,3,3,5,4,4,1,1,2,4,3,5,3,3,3,4,3,3,3,2,2,4,2,3,4,4,4,1,4,5,4,4,4,4,1,4,1,3,3,5,4,5,4
765,6,Male,3,1,2,2,4,2,3,2,4,3,4,1,5,2,5,5,4,4,4,4,1,3,1,5,4,5,1,4,3,1,4,3,5,3,2,4,5,3,2,5,3,1,4,3,4,1,3,3,3,4
766,19,Female,1,3,3,3,1,3,1,3,5,5,5,3,5,3,5,5,5,5,5,3,2,2,1,5,1,5,3,4,4,5,3,1,5,2,3,3,3,2,2,5,1,5,3,2,3,1,3,1,3,5
767,3,Male,4,3,5,4,5,4,4,4,4,2,2,2,4,1,1,1,1,1,1,1,1,4,1,5,1,4,1,5,4,5,5,4,5,2,5,1,4,1,5,4,4,1,5,1,5,1,5,1,4,5
768,18,Female,3,3,5,4,5,2,4,4,3,2,4,3,4,1,4,2,4,3,4,4,2,3,1,4,2,3,2,4,3,4,4,3,4,3,3,2,4,2,4,4,3,3,4,2,5,2,4,2,4,5
769,21,Female,3,1,5,2,5,1,4,1,4,1,5,3,5,2,2,4,3,3,3,1,1,4,2,5,1,5,1,5,4,5,3,5,3,2,1,3,5,3,4,3,5,1,5,1,4,1,4,4,5,5
770,3,Male,2,4,4,4,2,1,2,5,1,2,1,4,4,3,1,1,2,1,1,2,4,3,1,4,3,1,2,4,4,4,4,3,3,2,3,2,4,4,1,4,4,5,4,2,5,2,5,4,3,5
771,17,Female,1,3,1,5,2,4,1,5,1,5,5,1,5,1,4,5,5,5,5,5,2,2,4,3,2,3,4,4,4,3,3,3,2,4,3,4,3,3,3,3,2,5,3,4,2,3,2,1,4,2
772,24,Female,2,3,4,3,5,3,3,5,4,2,3,3,4,1,2,2,3,3,3,4,2,4,1,5,1,4,2,5,5,5,4,4,3,3,3,4,5,2,5,4,4,3,3,4,4,2,4,4,5,3
